timestamp,id,topic,method,norm_pos,diameter,confidence,sphere,projected_sphere,circle_3d,diameter_3d,ellipse,location,model_confidence,theta,phi,interpolated
-796037.435654,1,pupil.1.3d,pye3d 0.3.0 real-time,"[0.38968082182931657, 0.531550357478735]",55.66582446623969,1.0,"{'center': [2.017345890181746, 3.5715986255211245, 41.853736884410736], 'radius': 10.392304845413264}","{'center': [109.49812664011793, 120.07019487547953], 'axes': [168.16695029302, 168.16695029302], 'angle': 0.0}","{'center': [-2.225545833287324, -0.498791391613854, 33.28461820561269], 'normal': [-0.40827244644788374, -0.3916734620166075, -0.8245638293203171], 'radius': 2.945816003710401}",5.856505148832643,"{'center': [74.81871779122878, 89.94233136408286], 'axes': [46.74112327806141, 56.15269889821747], 'angle': 41.52526240763134}","[74.81871779122878, 89.94233136408286]",1.0,1.9732459912583469,-2.030546348836821,0
-796037.427383,1,pupil.1.3d,pye3d 0.3.0 real-time,"[0.3844590067364238, 0.533804812678407]",55.48831167318257,1.0,"{'center': [2.017345890181746, 3.5715986255211245, 41.853736884410736], 'radius': 10.392304845413264}","{'center': [109.49812664011793, 120.07019487547953], 'axes': [168.16695029302, 168.16695029302], 'angle': 0.0}","{'center': [-2.3370001893601033, -0.5433923255387869, 33.36218109690786], 'normal': [-0.41899714686137973, -0.39596518888455234, -0.817100336625585], 'radius': 2.927986206358372}",5.840732796402579,"{'center': [73.81612929339337, 89.50947596574586], 'axes': [45.95723092989594, 55.75122996839816], 'angle': 41.13348210408175}","[73.81612929339337, 89.50947596574586]",1.0,1.9779150399444831,-2.044619884600167,0
-796037.417875,1,pupil.1.3d,pye3d 0.3.0 real-time,"[0.3729791412373116, 0.540515588024814]",55.30097501013083,0.99,"{'center': [2.017345890181746, 3.5715986255211245, 41.853736884410736], 'radius': 10.392304845413264}","{'center': [109.49812664011793, 120.07019487547953], 'axes': [168.16695029302, 168.16695029302], 'angle': 0.0}","{'center': [-2.585412043174246, -0.679789924610982, 33.56275896846294], 'normal': [-0.44290058863962795, -0.4090900539747441, -0.7977997219362841], 'radius': 2.915566356886696}",5.823948947398829,"{'center': [71.61199511756382, 88.22100709923569], 'axes': [44.465928028363024, 55.32845417030286], 'angle': 40.620845543492266}","[71.61199511756382, 88.22100709923569]",1.0,1.992252958142249,-2.077586858426252,0
-796037.411425,1,pupil.1.3d,pye3d 0.3.0 real-time,"[0.3563461693577626, 0.551066321415093]",55.10570651351954,0.5225288936963594,"{'center': [2.017345890181746, 3.5715986255211245, 41.853736884410736], 'radius': 10.392304845413264}","{'center': [109.49812664011793, 120.07019487547953], 'axes': [168.16695029302, 168.16695029302], 'angle': 0.0}","{'center': [-2.9468335129078342, -0.8928203924352642, 33.889699862519734], 'normal': [-0.4776783857798941, -0.42958892029873424, -0.7663398197374861], 'radius': 2.8285303685977476}",5.8062957746313515,"{'center': [68.41846451669042, 86.19526628830215], 'axes': [41.17929329527485, 53.453115367473075], 'angle': 40.08420662373037}","[68.41846451669042, 86.19526628830215]",1.0,2.0148338290302195,-2.128189881573882,1
-796037.403646,1,pupil.1.3d,pye3d 0.3.0 real-time,"[0.35291401428066704, 0.5561747612550612]",54.90448053070711,0.5270560263213518,"{'center': [2.017345890181746, 3.5715986255211245, 41.853736884410736], 'radius': 10.392304845413264}","{'center': [109.49812664011793, 120.07019487547953], 'axes': [168.16695029302, 168.16695029302], 'angle': 0.0}","{'center': [-3.024470482033415, -0.9997492600619422, 33.999892846117234], 'normal': [-0.4851490066171809, -0.4398781553834683, -0.7557364949470152], 'radius': 2.825508741671549}",5.7879239167678325,"{'center': [67.75949074188807, 85.21444583902824], 'axes': [40.47656395492573, 53.29913606603123], 'angle': 40.427181073000355}","[67.75949074188807, 85.21444583902824]",1.0,2.02625931993562,-2.1414953786653053,1
-796037.395737,1,pupil.1.3d,pye3d 0.3.0 real-time,"[0.3483225438369324, 0.5561108615552406]",54.69924186013167,0.50416573510773,"{'center': [2.017345890181746, 3.5715986255211245, 41.853736884410736], 'radius': 10.392304845413264}","{'center': [109.49812664011793, 120.07019487547953], 'axes': [168.16695029302, 168.16695029302], 'angle': 0.0}","{'center': [-3.1243383552236406, -0.9962049731889726, 34.06282850321659], 'normal': [-0.4947587971954763, -0.43953710622010267, -0.7496805085190249], 'radius': 2.806129324860281}",5.7689842492250545,"{'center': [66.87792841669102, 85.2267145813938], 'axes': [39.82816686642389, 52.89930291517378], 'angle': 39.84395505590548}","[66.87792841669102, 85.2267145813938]",1.0,2.0258795920545576,-2.1541411440227085,1
-796037.387673,1,pupil.1.3d,pye3d 0.3.0 real-time,"[0.35921308997443635, 0.5486832434417082]",54.491804816351404,1.0,"{'center': [2.017345890181746, 3.5715986255211245, 41.853736884410736], 'radius': 10.392304845413264}","{'center': [109.49812664011793, 120.07019487547953], 'axes': [168.16695029302, 168.16695029302], 'angle': 0.0}","{'center': [-2.8840839884654983, -0.8442868128746284, 33.82404567368112], 'normal': [-0.4716403099751768, -0.42491877442805603, -0.7726573970040524], 'radius': 2.8490978228727464}",5.749620409013913,"{'center': [68.96891327509178, 86.65281725919202], 'axes': [41.867181342439466, 53.88362196665977], 'angle': 40.08357843441222}","[68.96891327509178, 86.65281725919202]",1.0,2.009668481452566,-2.118837463147911,0
-796037.3796110001,1,pupil.1.3d,pye3d 0.3.0 real-time,"[0.3570969956634344, 0.5499165555924879]",54.28377677241007,1.0,"{'center': [2.017345890181746, 3.5715986255211245, 41.853736884410736], 'radius': 10.392304845413264}","{'center': [109.49812664011793, 120.07019487547953], 'axes': [168.16695029302, 168.16695029302], 'angle': 0.0}","{'center': [-2.931783313450108, -0.8705687903514105, 33.867920158795336], 'normal': [-0.47623017966184816, -0.4274477588898987, -0.7684355727055112], 'radius': 2.869393503894999}",5.729963201329354,"{'center': [68.5626231673794, 86.41602132624234], 'axes': [41.87799441931139, 54.21007333972831], 'angle': 40.00425774153465}","[68.5626231673794, 86.41602132624234]",1.0,2.0124640627344546,-2.125604148017431,0
-796037.371633,1,pupil.1.3d,pye3d 0.3.0 real-time,"[0.3577613384067589, 0.5493490862370001]",54.0765140201113,1.0,"{'center': [2.017345890181746, 3.5715986255211245, 41.853736884410736], 'radius': 10.392304845413264}","{'center': [109.49812664011793, 120.07019487547953], 'axes': [168.16695029302, 168.16695029302], 'angle': 0.0}","{'center': [-2.9165137325171475, -0.8583258110811975, 33.851687227635594], 'normal': [-0.47476086355150526, -0.42626967766034196, -0.7699975872346466], 'radius': 2.858948336755031}",5.710127505300639,"{'center': [68.69017697409771, 86.52497544249597], 'axes': [41.833009700734515, 54.036658414758904], 'angle': 40.00070147141818}","[68.69017697409771, 86.52497544249597]",1.0,2.011161334110307,-2.1233138873527535,0
-796037.363663,1,pupil.1.3d,pye3d 0.3.0 real-time,"[0.3576237098878757, 0.5485600693100889]",53.87110774292298,1.0,"{'center': [2.017345890181746, 3.5715986255211245, 41.853736884410736], 'radius': 10.392304845413264}","{'center': [109.49812664011793, 120.07019487547953], 'axes': [168.16695029302, 168.16695029302], 'angle': 0.0}","{'center': [-2.9184547121719087, -0.840992378899613, 33.84331161221011], 'normal': [-0.4749476344058665, -0.42460176737100563, -0.7708035312047355], 'radius': 2.8446726983367694}",5.690211285011326,"{'center': [68.66375229847213, 86.67646669246292], 'axes': [41.683479385848976, 53.78761174623969], 'angle': 39.858988454591575}","[68.66375229847213, 86.67646669246292]",1.0,2.0093183157556416,-2.123022292056816,0
